# key, cn, en,
coun_780,TTO-特立尼达和多巴哥,TTO-Trinidad&Tobago
coun_798,TUV-图瓦卢,TUV-Tuvalu
coun_158,"TWN-台湾","TWN-Taiwan,ProvinceofChina"
coun_834,TZA-坦桑尼亚,TZA-Tanzania
coun_804,UKR-乌克兰,UKR-Ukraine
coun_800,UGA-乌干达,UGA-Uganda
coun_581,UMI-美国本土外小岛屿,UMI-UnitedStatesMinorOutlyingIslands
coun_840,USA-美国,USA-UnitedStatesofAmerica(USA)
coun_858,URY-乌拉圭,URY-Uruguay
coun_860,UZB-乌兹别克斯坦,UZB-Uzbekistan
coun_336,VAT-梵蒂冈,VAT-VaticanCity(TheHolySee)
coun_670,VCT-圣文森特和格林纳丁斯,VCT-St.Vincent&theGrenadines
coun_862,VEN-委内瑞拉,VEN-Venezuela
coun_092,VGB-英属维尔京群岛,VGB-BritishVirginIslands
coun_850,VIR-美属维尔京群岛,VIR-UnitedStatesVirginIslands
coun_704,VNM-越南,VNM-Vietnam
coun_548,VUT-瓦努阿图,VUT-Vanuatu
coun_876,WLF-瓦利斯和富图纳,WLF-WallisandFutuna
coun_882,WSM-萨摩亚,WSM-Samoa
coun_887,YEM-也门,YEM-Yemen
coun_175,MYT-马约特,MYT-Mayotte
coun_710,ZAF-南非,ZAF-SouthAfrica
coun_894,ZMB-赞比亚,ZMB-Zambia
coun_716,ZWE-津巴布韦,ZWE-Zimbabwe
------------------------------------------------以上为国家地区代码 countryCode  end,---------------------,---------------------
------------------------------------------------通用start,---------------------,---------------------
EvoWallet 服务平台,EvoWallet 服务平台,EvoWallet Service Portal
语言,语言,Language
登录,登录,Login
讯联,讯联,CIL Support
机构,机构,Bank
操作,操作,Operation
操作员,操作员,Operator
对象,对象,Object
结果,结果,Result
操作时间,操作时间,Operating time
信息,信息,Information
添加,添加,Add
变更,变更,Modify
新增,新增,Add
删除,删除,Remove
解锁,解锁,Unlock
锁定,锁定,Lock
正常,正常,Normal
状态,状态,Status
请输入...,请输入...,Please enter...
请选择,请选择,Please Select 
格式不正确,格式不正确,Incorrect Format
全选,全选,All
借记卡,借记卡,Debit Card
贷记卡,贷记卡,Credit Card
准贷记卡,准贷记卡,Semi Credit Card
基本,基本,Basic
-请选择-,-请选择-,-Please Select-
-请选择省份-,-请选择省份-,-Please Select Provinces-
没有找到匹配项,没有找到匹配项,No Matches Found
搜索中…,搜索中…,Searching...
提交时间,提交时间,Submit Time
创建时间,创建时间,Create Time
更新时间,更新时间,Modify Time
创建者,创建者,Creator
更新者,更新者,Modify Operator
卡号,卡号,Card No.
没有数据,没有数据,No data
查询,查询,Search
关闭,关闭,Close
提交,提交,Submit
保存,保存,Save
取消,取消,Cancel
确认,确认,Confirm
确定,确定,Confirm
上传,上传,Upload
下载,下载,Download
重置,重置,Reset
清除,清除,Reset
处理,处理,Operation
是,是,YES
否,否,NO
true,是,YES
false,否,NO
返回,返回,Back
手工,手工,Manual
详细,详细,Details
详情,详情,Details
更多,更多,More
更多详情,更多详情,More
附言,附言,Remarks
备注,备注,Remarks
或,或,Or
编辑,编辑,Modify
修改,修改,Modify
修改成功,修改成功,Operation succeeded
成功,成功,Success
操作已完成,操作已完成,Operation Completed
其它,其它,Other
历史记录,历史记录,History
显示位置,显示位置,Display Location
请求错误,请求错误,Bad Request
用户需要登录,用户需要登录,Unauthorized
用户没有权限访问,用户没有权限访问,Forbidden
资源不存在,资源不存在,Not Found
请求的格式有误,请求的格式有误,Unacceptable Request Format
请求的资源暂不可用,请求的资源暂不可用,Service Gone
当创建一个对象时，发生一个验证错误,当创建一个对象时，发生一个验证错误,Unprocessable Entity
系统忙请稍后再试,"系统忙请稍后再试","The system is busy, please try again later"
未找到服务,未找到服务,Service Not Found
网关错误,网关错误,Bad Gateway
服务不可用，服务器暂时过载或维护,服务不可用，服务器暂时过载或维护,Service Unavailable
网关超时,网关超时,Gateway Timeout
退出,退出,Logout
共,共,Total
条,条,items
Token,Token,Token
Token历史,Token历史,Token History 
Token信息,Token信息,Token Information
挂失,挂失,Report Lost or Stolen Card
绑定,绑定,Bind
绑定账号,绑定账号,Bound Account
绑定卡号,绑定卡号,Bound Card
流程中,流程中,In Process
消费,消费,Consume
撤销,撤销,Cancel
注销,注销,Cancellation
销卡,销卡,Cancel Card
退货,退货,Return Purchase
实时,实时,Online
批量,批量,Batch
月,月,Month
路由名称,路由名称,Router Name
用户信息,用户信息,User Information
用户历史,用户历史,User History
绑定日期,绑定日期,Binding Date
请输入,请输入,Please Enter
反馈,反馈,Feddback
变更信息,变更信息,Modify Information
变更后,变更后,After
变更前,变更前,Before
取消变更,取消变更,Cancel
确定变更,确定变更,Confirm
确定新增,确定新增,Confirm
已制卡,已制卡,Card Produced
发卡机构号码,发卡机构号码,Bank Number
证件号,证件号,Credential Number
身份证,身份证,Identity Card
军官证,军官证,Officer Identity Card
护照,护照,Passport
港澳居民来往内地通行证（回乡证）,港澳居民来往内地通行证（回乡证）,Hong Kong & Macau Residence Pass to Mainland
台湾同胞来往内地通行证（台胞证）,台湾同胞来往内地通行证（台胞证）,Taiwan Residence Pass to Mainland
警官证,警官证,Police Identity Card
士兵证,士兵证,Soldier Certificate
户口薄,户口薄,Household Register
临时身份证,临时身份证,Temporary ID Card
外国人居留证,外国人居留证,Residence Permit
其他证件,其他证件,Other Documents
其他信息,其他信息,Other Information
卡片信息,卡片信息,Card Information
卡片号码,卡片号码,Card Number
卡片状态,卡片状态,Card Status
分配新卡,分配新卡,Allocate New Card
卡片金额,卡片金额,Card Balance
账户卡号,账户卡号,Account Card Number
冻结余额,冻结余额,Frozen Balance
确定是否要注销该卡片吗？,确定是否要注销该卡片吗？,Confirm to cancel following card.
确定是否要锁定该卡片吗？,确定是否要锁定该卡片吗？,Confirm to lock following card.
确定是否要解锁该卡片吗？,确定是否要解锁该卡片吗？,Confirm to unlock following card.
确定是否要挂失该卡片吗？,确定是否要挂失该卡片吗？,Confirm to report following card loss.
确定是否要补办该卡片吗？,确定是否要补办该卡片吗？,Confirm to reissue following card.
确定是否要取消挂失该卡片吗？,确定是否要取消挂失该卡片吗？,Confirm to cancel card loss report.
账户ID,账户ID,Account ID
账户名称,账户名称,Account Name
账户状态,账户状态,Account Status
账户信息,账户信息,Account Info.
卡BIN,卡BIN,Card BIN
于,于,to
日期,日期,Time
数量,数量,Number
------------------------------------------------通用end,---------------------,---------------------
------------------------------------------------系统管理start,---------------------,---------------------
首页,首页,Home
用户中心,用户中心,User Center
用户管理,用户管理,User Mgt.
角色管理,角色管理,Role Mgt.
菜单管理,菜单管理,Menu Mgt.
修改密码,修改密码,Modify Password
系统配置,系统配置,System Config
发卡机构管理,发卡机构管理,Bank ID Mgt.
QR客户端配置,QR客户端配置,QR Client Cfg.
QR服务端配置,QR服务端配置,QR Server Cfg.
QR发卡配置,QR发卡配置,QR Issuer Cfg.
QR客户端管理,QR客户端管理,QR Client Mgt.
日志管理,日志管理,Log Search
联机日志,联机日志,Online Log
清分日志,清分日志,Settle Log
平台日志,平台日志,Plat Log
APP管理,APP管理,App Mgt.
交易查询,交易查询,Trx Search
报表管理,报表管理,Report Mgt.
QR服务端管理,QR服务端管理,QR Server Mgt.
渠道参数管理,渠道参数管理,Channel Param Mgt.
渠道机构配置,渠道机构配置,Inst. Cfg.
渠道类型,渠道类型,Channel Type
渠道路由配置,渠道路由配置,Router Cfg.
发卡系统管理,发卡系统管理,Issuer Mgt.
用户名称,用户名称,User Name
密码,密码,Password
初始密码,初始密码,Initial password
初始密码为,初始密码为,The initial password is
验证码,验证码,Verification Code
联系方式,联系方式,Contact TEL.
用户类型,用户类型,User Type
用户状态,用户状态,User Status
添加用户,添加用户,Add User
条件分页查询用户,条件分页查询用户,Search User
分配角色,分配角色,Role Distrb.
不能修改他人创建的角色,不能修改他人创建的角色,Cannot modify roles created by other users
为用户分配角色,为用户分配角色,Role Distrb.
查询自己拥有的角色,查询自己拥有的角色,Search own role
查询用户拥有的角色,查询用户拥有的角色,Search User's role
重置密码,重置密码,Reset Password
变更用户信息,变更用户信息,Modify User
查询用户明细,查询用户明细,Search User Details
删除用户,删除用户,Remove User
确认删除用户,确认删除用户,Confirm remove User
确认锁定用户,确认锁定用户,Confirm lock User
角色,角色,Role
角色名称,角色名称,Role Name
描述,描述,Description
分页查询角色,分页查询角色,Search role
分配权限,分配权限,Assign Permission
为角色分配用权限,为角色分配用权限,Assign Permission
查询角色拥有的权限,查询角色拥有的权限,Search Permission
添加角色,添加角色,Add Role
角色是否存在,角色是否存在,Does Role Exist?
变更角色信息,变更角色信息,Modify Role
角色信息,角色信息,Role Information
审核详情,审核详情,Approval Details
删除角色,删除角色,Remove Role
菜单查询,菜单查询,Menu
未授权,未授权,Unauthorized
名称,名称,Name
级别,级别,Level
菜单名称,菜单名称,Menu Name
支持方法,支持方法,Http Method
验证码错误,验证码错误,Incorrect Verification Code
错误！,错误！,Error ！
未登录,未登录,Not Logged In
参数错误,参数错误,Parameter Error
权限不足,权限不足,Unauthorized
未知错误,未知错误,Unknown Exception
内部错误,内部错误,Internal Server Error
用户名称不存在,用户名称不存在,User does not exist
用户名称或密码不正确,用户名称或密码不正确,Username or Password is not correct
用户名或密码不正确,用户名或密码不正确,Username or Password is not correct
用户已锁定,用户已锁定,User is locked
短信发送失败,短信发送失败,Failed to send SMS
原密码不正确,原密码不正确,Old password is not correct
密码不正确,还剩1次机会,"密码不正确,还剩1次机会","Password is not correct,There's only 1 chance left."
密码不正确,还剩2次机会,"密码不正确,还剩2次机会","Password is not correct,There's only 2 chance left."
密码不正确,还剩3次机会,"密码不正确,还剩3次机会","Password is not correct,There's only 3 chance left."
密码不正确,还剩4次机会,"密码不正确,还剩4次机会","Password is not correct,There's only 4 chance left."
密码已过期,请点击登录界面的[忘记密码],"密码已过期,请点击登录界面的[忘记密码]","Password has expired, please click [Forgot Password] on Login Page"
密码错误次数过多,请联系管理员,"密码错误次数过多,请联系管理员","Too Many Attempts, Please contact the administrator."
此账号已在其他地方登录，即将退出登录！,此账号已在其他地方登录，即将退出登录！,This account has been logged in elsewhere and will soon be logged out!
您的用户长期未使用，为了账户安全，目前账户已锁定，请联系管理员,"您的用户长期未使用，为了账户安全，目前账户已锁定，请联系管理员","Your user has not been used for a long time. For account security, the account is locked now. Please contact the administrator."
不能重复添加,不能重复添加,This item can not be added repeatedly
不允许修改,不允许修改,This item is not allowed to be modified.
与已有记录冲突,与已有记录冲突,Conflict with existing records
确认重置,确认重置,Confirm to reset the password of 
的密码吗？,的密码吗？,?
吗？,吗？,?
添加成功默认密码为,"添加成功默认密码为","Success! the default password is {{pwd}}。"
密码重置成功，已重置为,"密码重置成功，已重置为","Reset successfully, the new password is "
重置成功,重置成功,Reset successfully
密码重置为,密码重置为,The new password is
确定是否要重置如下密码,确定是否要重置如下密码,Confirm to reset the password.
角色已存在,角色已存在,Role already exists
角色类型不能为空,角色类型不能为空,Role type cannot be empty
表单没有改变,表单没有改变,Form has not changed
表单不正确,表单不正确,Invalid Form
该号码已经被使用了,该号码已经被使用了,No. has been used
该邮箱已经被占用了,该邮箱已经被占用了,Email already exists
该电话号码已经被使用过了,该电话号码已经被使用过了,Phone No. has been used
该字段不能为空,该字段不能为空,This field cannot be empty
请输入用户名称,请输入用户名称,Please enter User Name!
请输入密码,请输入密码,Please enter Password
请输入验证码,请输入验证码,Please enter verification code
请联系管理员,请联系管理员,Please contact admin
原密码,原密码,Original Password
新密码,新密码,New Password
确认新密码,确认新密码,Confirm New Password
重复新密码,重复新密码,Retype new password
*请输入原密码,*请输入原密码,Please enter the original password.
请输入原密码,请输入原密码,Please enter the original password.
*请输入新密码,*请输入新密码,Please enter the new password.
请输入新密码,必须至少包含数字、小写字母、大写字母中的两种,"请输入新密码,必须至少包含数字、小写字母、大写字母中的两种","At least two types from lower case, upper case or number"
*请重复新密码,*请重复新密码,Please enter the new password again.
请输入重复新密码,请输入重复新密码,Please enter the new password again.
*新密码安全等级低，必须至少包含数字、小写字母、大写字母中的两种,"*新密码安全等级低，必须至少包含数字、小写字母、大写字母中的两种","The security level of the new password is too low. Must contain at least two combinations from numbers, lowercase letters, and uppercase letters."
*两次新密码不相同,*两次新密码不相同,Two new passwords are different
*新密码至少8位,*新密码至少8位,New password must be at least 8 characters long
警告,警告,Warning
请选择serviceId或者url,请选择serviceId或者url,Please choose serviceId or url
电话,电话,Phone No.
邮箱,邮箱,Email
顶级,顶级,Top Level
二级,二级,Second Level
三级,三级,Third Level
权限点,权限点,Permission
初始,初始,initial
------------------------------------------------系统管理end,---------------------,---------------------
------------------------------------------------交易查询start,---------------------,---------------------
交易信息,交易信息,Trx Info
交易报文,交易报文,Trx Message
客户请求 ===>,客户请求 ===>,Customer Request ===>
响应客户 <===,响应客户 <===,Response Customer <===
请求渠道 ===>,请求渠道 ===>,Request Channel ===>
渠道响应 <===,渠道响应 <===,Channel Response <===
收到渠道异步通知 ===>,收到渠道异步通知 ===>,Receive Channel Asynchronous Notification ===>
响应渠道异步通知 <===,响应渠道异步通知 <===,Response Channel Asynchronous Notification  <===
客户,客户,Bank
发卡机构,发卡机构,Bank
机构信息,机构信息,Bank Information
系统ID,系统ID,System ID
订单号,订单号,Order No.
交易时间,交易时间,Trx Time
卡品牌,卡品牌,Card Scheme
交易类型,交易类型,Trx Type
金额,金额,Trx Amt.
币种,币种,Trx Currency
应答码,应答码,Resp. Code
开始时间,开始时间,Start Time
结束时间,结束时间,End Time
外部订单号,外部订单号,External Order No.
渠道订单号,渠道订单号,Channel Order No.
外部交易时间,外部交易时间,External Transaction Time
渠道交易时间,渠道交易时间,Channel Transaction Time
应答详情,应答详情,Response Details
渠道应答码,渠道应答码,Channel Response No.
渠道应答详情,渠道应答详情,Channel Response Details
渠道交易类型,渠道交易类型,Channel Transaction Type
展示交易类型,展示交易类型,Show Transaction Type
清算标识,清算标识,Settlement Mark
渠道消息ID,渠道消息ID,Channel Message ID
借贷记标识,借贷记标识,Debit and Credit Mark
渠道标识,渠道标识,Channel Mark
卡号ID,卡号ID,Card ID
交易,交易,Transaction
交易金额,交易金额,Transaction Amount
交易币种,交易币种,Transaction Currency
机构币种,机构币种,Bank Currency
原交易金额,原交易金额,Original Transaction Amount
折扣金额,折扣金额,Discount Amount
小费,小费,Tips
渠道支付状态,渠道支付状态,Channel Payment Status
清算金额,清算金额,Settlement Amount
拒绝原因,拒绝原因,Refusal Reason
商户号,商户号,Merchant No.
商户名称,商户名称,Merchant Name
终端号,终端号,Terminal No.
凭证号,凭证号,Voucher No.
MCCategory,MCC,MCC
商户额外信息,商户额外信息,Merchant Additional Information
检索参考号,检索参考号,Retrieval Reference No.
发卡行ID,发卡行ID,Issuing Institution ID
发卡行名称,发卡行名称,Issuing Institution Name
收单机构号,收单机构号,Acquiring Institution No.
代理机构号,代理机构号,Agent Institution No.
跟踪号,跟踪号,Trace ID
钱包ID,钱包ID,Wallet ID
设备ID,设备ID,Device ID
关联ID,关联ID,Relation ID
用户ID,用户ID,User ID
系统日期,系统日期,System Date
清算日期,清算日期,Settlement Date
加密pan,加密pan,Encrypt PAN
加密expiryDate,加密expiryDate,Encrypt Expiry Date
加密cvn2,加密cvn2,Encrypt CVN2
加密mobileNo,加密mobileNo,Encrypt Mobile No.
加密name,加密name,Encrypt Name
证件类型,证件类型,Document Type
加密idNo,加密idNo,Encrypt ID No.
加密TOKEN,加密TOKEN,Encrypt Token
客户端通知地址,客户端通知地址,Client Notification Address
TOKEN状态,TOKEN状态,Token Status
开始时间不能大于结束时间,开始时间不能大于结束时间,Starting time should not be greater than ending time.
页码不能大于100000,页码不能大于100000,Page number should not be greater than 100000
------------------------------------------------交易查询end,---------------------,---------------------
------------------------------------------------报表查询start,---------------------,---------------------
报表类型,报表类型,Report Type
报表路径,报表路径,Report Path
报表大小,报表大小,Report Size
报表日期,报表日期,Report Date
报表状态,报表状态,Report Status
报表信息,报表信息,Report Information
更新用户,更新用户,Modify User
报表名称,报表名称,Report Name
大小,大小,Size
------------------------------------------------报表查询end,---------------------,---------------------
------------------------------------------------系统配置start,---------------------,---------------------
序号,序号,Order No.
机构号码,机构号码,Bank ID
机构名称,机构名称,Bank Name
解锁机构,解锁机构,Unlock Bank
删除机构,删除机构,Remove Bank
锁定机构,锁定机构,Lock Bank
基本信息,基本信息,Basic Info
确定要解锁如下记录吗？,确定要解锁如下记录吗？,Confirm to unlock the following record
确定要锁定如下记录吗？,确定要锁定如下记录吗？,Confirm to lock the following record
确定要删除如下记录吗？,确定要删除如下记录吗？,Confirm to remove the following record
确定要注销如下记录吗？,确定要注销如下记录吗？,Confirm to cancel following record.
确定是否要锁定该卡产品吗？,确定是否要锁定该卡产品吗？,Confirm to lock the card product.
确定是否要锁定该机构节点吗？,确定是否要锁定该机构节点吗？,Confirm to lock the bank Node
确定是否要解锁该机构节点吗？,确定是否要解锁该机构节点吗？,Confirm to unlock the bank Node
确定是否要删除该机构节点吗？,确定是否要删除该机构节点吗？,Confirm to remove the bank Node
确定要删除该渠道机构?,确定要删除该渠道机构?,Confirm to remove the channel Ins.
确定要删除该渠道路由?,确定要删除该渠道路由?,Confirm to remove the channel Route
确定是否要锁定该机构吗？,确定是否要锁定该机构吗？,Confirm to lock the bank
确定是否要解锁该机构吗？,确定是否要解锁该机构吗？,Confirm to unlock the bank
确定是否要删除该机构吗？,确定是否要删除该机构吗？,Confirm to remove the bank
确定是否要解锁该卡产品吗？,确定是否要解锁该卡产品吗？,Confirm to unlock the card product.
确定要重置该用户的密码？,确定要重置该用户的密码？,Confirm to reset the user's password
确认制作卡片信息,确认制作卡片信息,Confirm making card information.
机构地址,机构地址,Bank Address
集群ID,集群ID,Cluster ID
钱包名称,钱包名称,Wallet Name
钱包币种,钱包币种,Wallet Currency
卡品牌及手续费,卡品牌及手续费,Card brand & Poundage
清算层级标准,清算层级标准,Settlement level standard
清算模式,清算模式,Settlement Mode
讯联不参与清算,讯联不参与清算,CIL non-participation
讯联参与清算,讯联参与清算,CIL participation
勾兑模式,勾兑模式,Recon Mode
不需要勾兑,不需要勾兑,No Recon
客户端数据为准,客户端数据为准,Client Data Standards
服务端数据为准,服务端数据为准,Server Data Standards
讯联内部勾兑,讯联内部勾兑,CIL Standards
渠道数据勾兑,渠道数据勾兑,Channel Data Standards
计费模式,计费模式,Billing Mode
不计费,不计费,No Billing
计费,计费,Billing
手续费类型,手续费类型,Service Fee Type
手续费,手续费,Service Fee
笔数区间,笔数区间,CountRange
笔数区间: 1-x|x+1-y|y+1-z,笔数区间: 1-x|x+1-y|y+1-z,CountRange: 1-x|x+1-y|y+1-z
单价,单价,Count Price
单价: x|y|z,"单价: x|y|z","Unit Price, example: x|y|z"
费率,费率,Fee Rate
最小值,最小值,Min Value
最大值,最大值,Max Value
卡BIN配置,卡BIN配置,BIN Cfg.
密钥信息,密钥信息,Secret Key Info
按笔收费固定值,按笔收费固定值,Fixed fee per transaction
金额百分比,金额百分比,Amount Percentage
AES秘钥,AES秘钥,AESKey
AppServer公钥,AppServer公钥,AppServer Public Key
机构发卡系统公钥,机构发卡系统公钥,Bank Issuing Public Key
业务联系人,业务联系人,Business Contacts
机构节点,机构节点,Bank Node
新增机构节点,新增机构节点,New Bank Node
微服务名称,微服务名称,MicroService Name
部署位置,部署位置,Deployment location
讯联内部,讯联内部,Within CIL
讯联外部,讯联外部,Outside CIL
ServiceId,服务ID,ServiceId
微服务系统ID,微服务系统ID,Service ID
外部系统地址,外部系统地址,URL
变更机构节点,变更机构节点,Update Bank Node
访问节点,访问节点,Request Node
发卡机构节点管理,发卡机构节点管理,Bank Node Mgt.
模块,模块,Module
------------------------------------------------提示信息,---------------------,---------------------
请输入机构号码,请输入机构号码,Please enter Bank ID
请输入机构名称,请输入机构名称,Please enter Bank Name
请输入机构地址,请输入机构地址,Please enter Bank Address
请输入集群ID,请输入集群ID,Please enter Cluster ID
请输入钱包名称,请输入钱包名称,Please enter Wallet Name
请选择钱包币种,请选择钱包币种,Please choose Wallet Currency
请选择卡品牌,请选择卡品牌,Please choose CardType
请选择清算层级标准,请选择清算层级标准,Please choose Settlement level standard
请选择清算模式,请选择清算模式,Please choose Settlement Model
请选择勾兑模式,请选择勾兑模式,Please choose Recon Mode
请选择计费模式,请选择计费模式,Please choose Billing Mode
请输入手续费费率,请输入手续费费率,Please choose Fee Rate
请输入正确的格式,请输入正确的格式,Please enter the correct format
请输入手续费最小值,请输入手续费最小值,Please enter the Min Fee Rate
请输入手续费最大值,请输入手续费最大值,Please enter the Max Fee Rate
请输入笔数区间,如(1-x|x+1-y|y+1-z),"请输入笔数区间,如(1-x|x+1-y|y+1-z)","Please enter Count Range, for example: 1-x|x+1-y|y+1-z"
请输入正确的格式,如(1-x|x+1-y|y+1-z),"请输入正确的格式,如(1-x|x+1-y|y+1-z)","Please enter the correct format, for example: 1-x|x+1-y|y+1-z"
请输入单价,如(x|y|z),"请输入单价,如(x|y|z)","Please enter Count Price, for example: x|y|z"
请输入正确的格式,如(x|y|z),"请输入正确的格式,如(x|y|z)","Please enter the correct format,for example: x|y|z"
请选择手续费类型,请选择手续费类型,Please choose Poundage Type
请选择模块,请选择模块,Please choose Module
请先选择发卡机构,请先选择发卡机构,Please choose Bank
请输入AES秘钥,请输入AES秘钥,Please choose AESKey
请输入AppServer公钥,请输入AppServer公钥,Please choose AppServer Public Key
请输入机构发卡系统公钥,请输入机构发卡系统公钥,Please choose Issuer Public Key
电话格式不正确,电话格式不正确,Incorrect Phone No. format
邮箱格式不正确,邮箱格式不正确,Incorrect email format
请选择发卡行,请选择发卡行,Please choose Issuer
请选择BIN,请选择BIN,Please choose BIN
请选择发卡机构,请选择发卡机构,Please choose Bank
------------------------------------------------以上为系统配置end,---------------------,---------------------
------------------------------------------------以下为QR客户端start,---------------------,---------------------
锁定用户,锁定用户,Lock user
解锁用户,解锁用户,Unlock user
锁定后该用户将不能进行 QR 相关的任何操作,锁定后该用户将不能进行 QR 相关的任何操作,The user will not be able to perform any QR related operations after locking
解锁后该用户将可以进行 QR 相关的操作,解锁后该用户将可以进行 QR 相关的操作,The user will be able to perform QR related actions after unlocking
锁定后该卡将不能进行 QR 相关的任何操作,锁定后该卡将不能进行 QR 相关的任何操作,The card will not be able to perform any QR related operations after locking
解锁后该卡将可以进行 QR 相关的操作,解锁后该卡将可以进行 QR 相关的操作,The user will be able to perform QR related actions after unlocking
------------------------------------------------以上为QR客户端end,---------------------,---------------------
------------------------------------------------以下为清分批次处理start,---------------------,---------------------
清分管理,清分管理,Settlement Manage
任务日期,任务日期,Task Date
任务编号,任务编号,Task ID
操作模式,操作模式,Operation Mode
首做,首做,Normal Processing
重做,重做,Reprocessing
执行成功,执行成功,Execution Success
刷新时间,刷新时间,Refresh Time
刷新,刷新,Refresh
说明,说明,Description
开始执行时间,开始执行时间,Execution starting time
完成执行时间,完成执行时间,Execution ending time
任务日志,任务日志,Task Log
任务处理,任务处理,Task Handle
未处理,未处理,Untreated
处理中,处理中,Processing
失败,失败,Failed
开始执行,开始执行,Start execution
状态重置,状态重置,Reset status
置为成功,置为成功,Set as success
确定要修改状态,确定要修改状态,Confirm to status to be modified
确定要修改状态吗？,确定要修改状态吗？,Confirm to status to be modified
请选择操作模式,请选择操作模式,Please choose operation Mode
双信息处理,双信息处理,Dual Message Process
客户端交易导入,客户端交易导入,Client transaction import
交易勾对,交易勾对,Transaction Reconciliaiton
交易计费,交易计费,Transaction billing
银联流水导入,银联流水导入,UnionPay file import
交易处理结构,交易处理结构,Transaction processing structure
交易统计,交易统计,Transaction summary
报表生成,报表生成,Report generation
备份清理,备份清理,Backup cleanup
服务端交易导入,服务端交易导入,Server transaction import
------------------------------------------------以上为清分批次处理end,---------------------,---------------------
CUP,UnionPay,UnionPay
UPI,UnionPay,UnionPay
VIS,VISA,VISA
MCC,Mastercard,Mastercard
JCB,Japan Credit Bureau,Japan Credit Bureau
AME,American Express,American Express
DNC,Diners Card,Diners Card
panEnroll,主账号验证,PAN_ENROLLMENT
acctVerify,持卡人验证,ACCOUNT_VERIFICATION
sendingOtp,短信验证,SENDING_OTP
tokenProvide,Token获取,TOKEN_PROVISIONING
cardface,卡面下载,CARDFACE_DOWNLOADING
tokenStateUpdate,Token状态修改,TOKEN_STATE_UPDATE
tokenRequest,Token请求,TOKEN_REQUEST
mpqrcEmv,主扫EMV码支付,MPQRC_PAYMENT_EMV
qrcInquiry,商户信息查询,QRC_INFO_INQUIRY
mpqrcUrl,主扫URL码支付,MPQRC_PAYMENT_URL
cpqrcGen,付款码获取,CPQRC_GENERATION
trxAuth,交易授权请求,ADDITIONAL_PROCESSING
trxAuthResult,交易授权结果,ADDITIONAL_PROCESSING_RESULT
trxInquiry,交易结果查询,TRANS_INQUIRY
cpqrcPayment,被扫支付,CPQRC_PAYMENT
qrRefund,扫码交易退货,REFUND_PAYMENT
qrCancel,扫码交易取消,CANCELLED_PAYMENT
cardRegister,卡账户注册,ENABLE_PAYMENT
cardUnregister,卡账户注销,DISABLE_PAYMENT
accountCreate,账户创建,ACCOUNT_CREATE
cardApply,卡片申请,CARD_APPLY
cardDelete,卡片删除,CARD_DELETE
cardBind,卡片绑定,CARD_BIND
cardActive,卡片激活,CARD_ACTIVE
cardStateUpdate,卡片状态修改,CARD_STATE_UPDATE
cardInquiry,卡片信息查询,CARD_INQUIRY
acctStateUpdate,账户状态修改,ACCOUNT_STATE_UPDATE
acctInquiry,账户信息查询,ACCOUNT_INQUIRY
cardRecharge,卡片余额充值,CARD_RECHARGE
cardDeduct,卡片余额扣减,CARD_DEDUCT
purchase,卡片消费,PURCHASE
void,卡片消费撤销,VOID
preAuth,卡片预授权,PRE_AUTHORIZATION
preAuthVoid,卡片预授权撤销,PRE_AUTHORIZATION_VOID
preAuthComp,卡片预授权完成,PRE_AUTHORIZATION_COMPLETE
preAuthCompVoid,卡片预授权完成撤销,PRE_AUTHORIZATION_COMPLETE_VOID
cardRefund,卡片退货,CARD_REFUND
cardCash,卡片取现,CARD_CASH
balanceInquiry,卡片余额查询,BALANCE_INQUIRY
reversal,卡片冲正,REVERSAL
卡管理,卡管理,Token Mgt.
Token管理,Token管理,Token Mgt.
手机号,手机号,phone
注册ID,注册ID,register ID
主机,主机,Host
系统,系统,System
消息,消息,Message
时间,时间,Time
类名,类名,Class
方法名,方法名,Method
线程,线程,Thread
日志信息,日志信息,Log Info
渠道机构,渠道机构,Channel Ins.
渠道机构号码,渠道机构号码,Channel Ins. Code
渠道机构名称,渠道机构名称,Channel Ins. Name
支持交易币种,支持交易币种,Support Currency
支持交易类型,支持交易类型,Support TransType
发卡行,发卡行,Issuer
渠道机构路由配置,渠道机构路由配置,Channel Ins. Router Config
路由配置,路由配置,Router Cfg.
机构密钥,机构密钥,Bank Secret Key
渠道密钥,渠道密钥,Channel Secret Key
渠道签名公钥,渠道签名公钥,Channel Signature Public Key Secret
渠道签名证书序列号,渠道签名证书序列号,Channel Signature Certificate Serial No.
渠道加密公钥,渠道加密公钥,Channel Encryption Public Key
渠道加密证书序列号,渠道加密证书序列号,Channel Encryption Certificate Serial No.
机构签名私钥,机构签名私钥,Bank Signature Private Key
机构签名公钥,机构签名公钥,Bank Signature Public Key
机构签名证书序列号,机构签名证书序列号,Bank Signature Certificate Serial No.
机构加密私钥,机构加密私钥,Bank Encryption Private Key
机构加密公钥,机构加密公钥,Bank Encryption Public Key
机构加密证书序列号,机构加密证书序列号,Bank Encryption Certificate Serial No.
参数无效,参数无效,Invalid parameter
null,null,null
------------------------------------------------以上为卡产品库存管理end,---------------------,---------------------
------------------------------------------------以下为制卡管理start,---------------------,---------------------
制卡管理,制卡管理,Card Manufacture
卡产品管理,卡产品管理,Card Product
卡库存管理,卡库存管理,Card Stock
库存,库存,Stock
